Collaborative Research: Investigation of Odor-triggered Neuronal Dynamics and Experience-induced Olfactory Learning
GOALI/Collaborative Research: Deciphering the Mechanisms of Wear to Enable High Performance Tip-Based Nanomanufacturing
EAGER: Multifunctional devices based on coupled phase transitions in antiferromagnetic semiconductors
Ultra-precise Coordinate Metrology of Three-dimensional Objects at Micrometer and Nanometer Scales
Rapid, Selective, Onsite Detection of Bacterial Pathogens Using A Bioinspired Microfluidic Sensor
Functionally-Active Reinforcement in Metal Matrix Composites
Collaborative Research: Investigation of the Effect of Fly Ash Variability on Cement Paste Microstructure and Mechanical Properties Using Simulated Fly Ash
Collaborative Research: Integrated Wind Turbine Blade and Tower Health Monitoring and Failure Prognosis
Efficient Simulation of Risk and Performance Measures, With Applications to the Design and Operation of Nuclear Power Plants
Collaborative Research: Engineering Design of Oxygen Rich Surfaces for Bioelectrodes
Collaborative Research: A Unified Cellular Self-Organizing Approach to Design Automation and Operation of Complex Systems
An Interatomic Potential for LixSi Alloys and Its Applications to Lithiation Induced Deformation and Failure in Silicon
Mobilization of Sand Particles and Erosion Progression Under Various Permeating Fluids
Homological and positive characteristic questions in commutative algebra
Efficient Energy Release Rate Computations for Cracks with Arbitrary Location and Geometry
Collaborative Research: Computational Foundations for Learning, Verifying, and Applying Model Simplification Rules
Medial Zones: Foundations and Engineering Applications
Transforming Robust Design Concept into a Novel Geotechnical Design Tool
Collaborative Research: Automatic Behavior Monitoring for In-depth Analysis of Construction Fatalities and Injuries
Collaborative Research: PIM/GMM--Micro-Manufacturing of Ceramics by Combining Powder Injection Molding and Green Micromachining
Control design of power electronic interfaces for optimal performance of renewable energy systems
Near-natural amino acid mutagenesis for the study of protein function
A Kinetics Approach to Surface Instability of Soft Materials
Collaborative Research: Design Principles for Parallel Simulation Optimization
Erbium Doped III-Nitrides for Optical Communications and Silicon Photonics
Collaborative Research: Stochastic Nonlinear Dynamic Simulation for Prediction of Seismic Ground Motion
Collaborative Research: Laser-Assisted Orifice-Free Fabrication of Viscous Alginate Microspheres
Quantitative Prediction of Ductile Fracture Surface Roughness
RET Site: Innovation-based Manufacturing
Atomistic Simulation Based Crack Evolution Models for Crystal Plasticity FEM of Crystalline Metals
Self-Centering Truss Moment Frames with Resilient Earthquake Performance
Nanomanufacturing Using Imprint Lithography and Strain Engineering
Advanced Switching Control Techniques for Switched Systems Subject to Physical Constraints
Collaborative Research: KINdReD: Knowledge and Methods for Inclusive Product Design
Collaborative Research: Highly Nonlinear Transducer Arrays for Structural Health Monitoring
Topics in Fourier Analysis
Reduction of Polymerization Stress by Addition of Monomer Filled Silica Nano-tubes
Moduli of abelian varieties
Collaborative Research: Using Cell Phone Data to Analyze the Continuum and Life Cycle of Disaster in Spatio-Temporal Movements
The Combinatorics of Higher Dimensional Catalan Polynomials
Applications of the motivic Becker-Gottlieb transfer
Combinatorics of Symmetric Functions
Modularity lifting in non-regular weight
Connections Between Algebra and Geometry
Tool Temperature Measurement during Diamond Turning of Steel
Physical Design and Feedback Control of Hybrid Mechanical Systems
Geometry of Moduli Spaces and Applications
Mechanical Behavior of Polymer-Fullerene Blends for Photovoltaic Applications
Biomechanics of Arterial Tissue Failure at Multiple Length Scales
The Geometry of Banach Spaces and Its Applications
Hybrid 4-Dimensional Augmented Reality Environments for Ubiquitous Markerless Context-Aware AEC/FM Applications
Arithmetic on Shimura Varieties and L-Series
Revealing the Inside of a Nanoscale Na-ion Battery: New Understanding on Sodium Intercalation in Cathodes
Scalable Capillary-Driven Assembly of Asymmetric Nanoparticles via Inkjet Printing
Homogeneous Dynamics and Number Theory
Collaborative Research: Development of a Robust, High-Speed, High-Quality Laser-Assisted Nanomanufacturing System
Collaborative Research: Combining Infrared Spectroscopy and Mass Spectrometry on a Nanophotonic Platform for Chemical Sensing
